Sampling time,Reactor Temperature,Jacket Temperature,Heater current,Coolant flowrate,,,,,,,,,,,,,
1836,54.22561889,43.59085872,10,14.85559436,,,,,,,,,,,,,
1836.5,54.00801694,42.98132944,10,14.89292346,,,,,,,,,,,,,
1837,54.31887687,43.76863809,10,14.93018023,,,,,,,,,,,,,
1837.5,53.94584495,43.54006461,10,14.96736376,,,,,,,,,,,,,
1838,53.35521107,43.54006461,10,15.00447309,,,,,,,,,,,,,
1838.5,54.1634469,43.59085872,10,15.04150732,,,,,,,,,,,,,
1839,55.06494071,43.79403515,10,15.07846551,,,,,,,,,,,,,
1839.5,53.79041498,43.69244693,10,15.11534674,,,,,,,,,,,,,
1840,54.1634469,43.66704988,10,15.15215008,,,,,,,,,,,,,
1840.5,54.56756482,44.83531434,10,15.18887462,,,,,,,,,,,,,
1841,54.10127492,43.66704988,10,15.22551944,,,,,,,,,,,,,
1841.5,53.35521107,42.87974122,10,15.26208362,,,,,,,,,,,,,
1842,54.56756482,43.23529997,10,15.29856625,,,,,,,,,,,,,
1842.5,54.00801694,43.0575206,10,15.33496642,,,,,,,,,,,,,
1843,54.62973681,43.54006461,10,15.37128321,,,,,,,,,,,,,
1843.5,53.79041498,44.07340274,10,15.40751572,,,,,,,,,,,,,
1844,54.13236091,43.54006461,10,15.44366304,,,,,,,,,,,,,
1844.5,54.07018892,43.76863809,10,15.47972427,,,,,,,,,,,,,
1845,54.38104886,43.51466756,10,15.51569851,,,,,,,,,,,,,
1845.5,54.62973681,44.1495939,10,15.55158486,,,,,,,,,,,,,
1846,54.31887687,43.59085872,10,15.58738241,,,,,,,,,,,,,
1846.5,53.16869511,42.82894711,10,15.62309028,,,,,,,,,,,,,
1847,54.38104886,42.98132944,10,15.65870758,,,,,,,,,,,,,
1847.5,53.29303909,43.20990292,10,15.6942334,,,,,,,,,,,,,
1848,54.72299479,43.59085872,10,15.72966688,,,,,,,,,,,,,
1848.5,55.06494071,44.1495939,10,15.76500711,,,,,,,,,,,,,
1849,54.44322084,42.85434417,10,15.80025321,,,,,,,,,,,,,
1849.5,54.56756482,43.79403515,10,15.83540431,,,,,,,,,,,,,
1850,53.26195309,42.3464031,10,15.87045952,,,,,,,,,,,,,
1850.5,53.85258697,43.00672649,10,15.90541798,,,,,,,,,,,,,
1851,54.10127492,43.46387345,10,15.94027879,,,,,,,,,,,,,
1851.5,54.84733876,44.1495939,10,15.9750411,,,,,,,,,,,,,
1852,54.38104886,42.70196185,10,16.00970404,,,,,,,,,,,,,
1852.5,53.44846905,42.62577069,10,16.04426673,,,,,,,,,,,,,
1853,53.41738306,42.49878542,10,16.07872832,,,,,,,,,,,,,
1853.5,53.697157,43.46387345,10,16.11308793,,,,,,,,,,,,,
1854,53.97693094,43.20990292,10,16.14734472,,,,,,,,,,,,,
1854.5,55.34471466,44.1495939,10,16.18149783,,,,,,,,,,,,,
1855,53.79041498,42.87974122,10,16.2155464,,,,,,,,,,,,,
1855.5,53.85258697,43.41307935,10,16.24948958,,,,,,,,,,,,,
1856,53.97693094,43.56546167,10,16.28332653,,,,,,,,,,,,,
1856.5,54.00801694,43.54006461,10,16.31705639,,,,,,,,,,,,,
1857,54.62973681,43.97181452,10,16.35067833,,,,,,,,,,,,,
1857.5,53.16869511,43.41307935,10,16.38419149,,,,,,,,,,,,,
1858,54.31887687,43.54006461,10,16.41759506,,,,,,,,,,,,,
1858.5,54.00801694,43.51466756,10,16.45088818,,,,,,,,,,,,,
1859,53.66607101,43.54006461,10,16.48407004,,,,,,,,,,,,,
1859.5,55.06494071,44.04800568,10,16.51713979,,,,,,,,,,,,,
1860,53.97693094,43.54006461,10,16.55009661,,,,,,,,,,,,,
1860.5,54.00801694,43.79403515,10,16.58293968,,,,,,,,,,,,,
1861,54.38104886,43.54006461,10,16.61566818,,,,,,,,,,,,,
1861.5,53.13760912,43.08291765,10,16.64828128,,,,,,,,,,,,,
1862,53.85258697,43.4384764,10,16.68077818,,,,,,,,,,,,,
1862.5,54.00801694,43.54006461,10,16.71315806,,,,,,,,,,,,,
1863,54.62973681,42.98132944,10,16.74542011,,,,,,,,,,,,,
1863.5,53.66607101,43.0575206,10,16.77756353,,,,,,,,,,,,,
1864,54.84733876,44.1495939,10,16.80958751,,,,,,,,,,,,,
1864.5,54.56756482,42.70196185,10,16.84149125,,,,,,,,,,,,,
1865,53.97693094,43.36228524,10,16.87327395,,,,,,,,,,,,,
1865.5,53.79041498,42.62577069,10,16.90493482,,,,,,,,,,,,,
1866,53.97693094,43.33688818,10,16.93647306,,,,,,,,,,,,,
1866.5,53.79041498,43.41307935,10,16.9678879,,,,,,,,,,,,,
1867,54.10127492,43.66704988,10,16.99917853,,,,,,,,,,,,,
1867.5,53.16869511,43.00672649,10,17.03034419,,,,,,,,,,,,,
1868,54.13236091,43.54006461,10,17.06138409,,,,,,,,,,,,,
1868.5,54.38104886,43.54006461,10,17.09229746,,,,,,,,,,,,,
1869,54.1634469,43.41307935,10,17.12308352,,,,,,,,,,,,,
1869.5,54.10127492,43.46387345,10,17.1537415,,,,,,,,,,,,,
1870,53.94584495,43.56546167,10,17.18427064,,,,,,,,,,,,,
1870.5,53.88367296,43.46387345,10,17.21467017,,,,,,,,,,,,,
1871,54.28779088,43.46387345,10,17.24493933,,,,,,,,,,,,,
1871.5,54.00801694,42.85434417,10,17.27507738,,,,,,,,,,,,,
1872,53.94584495,43.00672649,10,17.30508354,,,,,,,,,,,,,
1872.5,54.10127492,43.00672649,10,17.33495708,,,,,,,,,,,,,
1873,54.56756482,43.89562336,10,17.36469725,,,,,,,,,,,,,
1873.5,54.31887687,43.56546167,10,17.39430329,,,,,,,,,,,,,
1874,53.66607101,43.0575206,10,17.42377448,,,,,,,,,,,,,
1874.5,53.29303909,42.82894711,10,17.45311008,,,,,,,,,,,,,
1875,54.10127492,43.69244693,10,17.48230935,,,,,,,,,,,,,
1875.5,54.10127492,43.56546167,10,17.51137156,,,,,,,,,,,,,
1876,53.94584495,43.00672649,10,17.54029599,,,,,,,,,,,,,
1876.5,53.94584495,43.54006461,10,17.56908191,,,,,,,,,,,,,
1877,53.13760912,43.1083147,10,17.5977286,,,,,,,,,,,,,
1877.5,53.66607101,43.08291765,10,17.62623535,,,,,,,,,,,,,
1878,54.00801694,43.51466756,10,17.65460145,,,,,,,,,,,,,
1878.5,54.97168273,44.17499095,10,17.68282618,,,,,,,,,,,,,
1879,53.88367296,43.41307935,10,17.71090884,,,,,,,,,,,,,
1879.5,53.97693094,44.07340274,10,17.73884873,,,,,,,,,,,,,
1880,53.16869511,43.97181452,10,17.76664514,,,,,,,,,,,,,
1880.5,53.94584495,43.56546167,10,17.79429739,,,,,,,,,,,,,
1881,53.97693094,43.54006461,10,17.82180479,,,,,,,,,,,,,
1881.5,53.94584495,43.08291765,10,17.84916664,,,,,,,,,,,,,
1882,53.72824299,43.46387345,10,17.87638226,,,,,,,,,,,,,
1882.5,53.85258697,43.20990292,10,17.90345097,,,,,,,,,,,,,
1883,53.94584495,43.56546167,10,17.93037209,,,,,,,,,,,,,
1883.5,53.72824299,42.87974122,10,17.95714496,,,,,,,,,,,,,
1884,54.00801694,43.4384764,10,17.9837689,,,,,,,,,,,,,
1884.5,54.56756482,43.41307935,10,18.01024324,,,,,,,,,,,,,
1885,54.62973681,43.92102042,10,18.03656733,,,,,,,,,,,,,
1885.5,53.97693094,43.1083147,10,18.0627405,,,,,,,,,,,,,
1886,53.94584495,43.23529997,10,18.08876211,,,,,,,,,,,,,
1886.5,53.41738306,42.95593238,10,18.1146315,,,,,,,,,,,,,
1887,54.10127492,43.54006461,10,18.14034802,,,,,,,,,,,,,
1887.5,53.97693094,43.33688818,10,18.16591103,,,,,,,,,,,,,
1888,53.29303909,42.52418247,10,18.1913199,,,,,,,,,,,,,
1888.5,54.87842475,43.89562336,10,18.21657398,,,,,,,,,,,,,
1889,54.00801694,42.98132944,10,18.24167265,,,,,,,,,,,,,
1889.5,53.97693094,43.89562336,10,18.26661528,,,,,,,,,,,,,
1890,54.10127492,43.59085872,10,18.29140124,,,,,,,,,,,,,
1890.5,53.79041498,44.1495939,10,18.31602992,,,,,,,,,,,,,
1891,53.97693094,43.00672649,10,18.34050069,,,,,,,,,,,,,
1891.5,53.04435114,43.00672649,10,18.36481296,,,,,,,,,,,,,
1892,54.28779088,43.23529997,10,18.38896611,,,,,,,,,,,,,
1892.5,54.1634469,43.41307935,10,18.41295953,,,,,,,,,,,,,
1893,54.10127492,44.04800568,10,18.43679262,,,,,,,,,,,,,
1893.5,54.31887687,43.76863809,10,18.4604648,,,,,,,,,,,,,
1894,54.81625277,43.97181452,10,18.48397547,,,,,,,,,,,,,
1894.5,54.07018892,43.97181452,10,18.50732404,,,,,,,,,,,,,
1895,54.13236091,43.51466756,10,18.53050992,,,,,,,,,,,,,
1895.5,54.07018892,43.41307935,10,18.55353255,,,,,,,,,,,,,
1896,54.00801694,43.56546167,10,18.57639133,,,,,,,,,,,,,
1896.5,54.10127492,44.40356443,10,18.59908571,,,,,,,,,,,,,
1897,53.94584495,43.46387345,10,18.62161511,,,,,,,,,,,,,
1897.5,54.94059674,43.8194322,10,18.64397896,,,,,,,,,,,,,
1898,54.97168273,44.22578506,10,18.66617672,,,,,,,,,,,,,
1898.5,54.44322084,43.66704988,10,18.68820783,,,,,,,,,,,,,
1899,53.72824299,43.41307935,10,18.71007173,,,,,,,,,,,,,
1899.5,54.13236091,43.46387345,10,18.73176788,,,,,,,,,,,,,
1900,53.88367296,43.66704988,10,18.75329573,,,,,,,,,,,,,
1900.5,54.00801694,43.54006461,10,18.77465476,,,,,,,,,,,,,
1901,55.22037068,43.97181452,10,18.79584441,,,,,,,,,,,,,
1901.5,53.35521107,43.51466756,10,18.81686418,,,,,,,,,,,,,
1902,54.28779088,43.56546167,10,18.83771352,,,,,,,,,,,,,
1902.5,54.10127492,42.82894711,10,18.85839191,,,,,,,,,,,,,
1903,54.13236091,43.41307935,10,18.87889885,,,,,,,,,,,,,
1903.5,54.00801694,43.59085872,10,18.89923382,,,,,,,,,,,,,
1904,54.10127492,43.54006461,10,18.9193963,,,,,,,,,,,,,
1904.5,55.06494071,43.41307935,10,18.9393858,,,,,,,,,,,,,
1905,54.53647883,44.30197622,10,18.95920182,,,,,,,,,,,,,
1905.5,53.16869511,43.4384764,10,18.97884386,,,,,,,,,,,,,
1906,54.38104886,43.4384764,10,18.99831143,,,,,,,,,,,,,
1906.5,54.10127492,43.46387345,10,19.01760403,,,,,,,,,,,,,
1907,53.85258697,43.51466756,10,19.0367212,,,,,,,,,,,,,
1907.5,54.07018892,43.8194322,10,19.05566246,,,,,,,,,,,,,
1908,53.44846905,43.33688818,10,19.07442732,,,,,,,,,,,,,
1908.5,54.10127492,44.22578506,10,19.09301532,,,,,,,,,,,,,
1909,54.44322084,43.51466756,10,19.11142599,,,,,,,,,,,,,
1909.5,55.28254267,44.1495939,10,19.12965888,,,,,,,,,,,,,
1910,54.87842475,42.82894711,10,19.14771353,,,,,,,,,,,,,
1910.5,54.10127492,43.54006461,10,19.16558949,,,,,,,,,,,,,
1911,54.56756482,43.76863809,10,19.1832863,,,,,,,,,,,,,
1911.5,54.28779088,43.54006461,10,19.20080354,,,,,,,,,,,,,
1912,54.41213485,43.56546167,10,19.21814075,,,,,,,,,,,,,
1912.5,54.56756482,43.51466756,10,19.23529752,,,,,,,,,,,,,
1913,54.50539283,43.36228524,10,19.2522734,,,,,,,,,,,,,
1913.5,54.07018892,42.52418247,10,19.26906797,,,,,,,,,,,,,
1914,54.31887687,43.36228524,10,19.28568082,,,,,,,,,,,,,
1914.5,55.40688664,43.18450586,10,19.30211152,,,,,,,,,,,,,
1915,53.16869511,42.70196185,10,19.31835968,,,,,,,,,,,,,
1915.5,54.1634469,43.41307935,10,19.33442487,,,,,,,,,,,,,
1916,54.87842475,43.56546167,10,19.3503067,,,,,,,,,,,,,
1916.5,54.13236091,43.41307935,10,19.36600478,,,,,,,,,,,,,
1917,54.56756482,44.12419684,10,19.38151871,,,,,,,,,,,,,
1917.5,54.31887687,43.69244693,10,19.3968481,,,,,,,,,,,,,
1918,54.56756482,43.00672649,10,19.41199257,,,,,,,,,,,,,
1918.5,55.84209055,44.65753497,10,19.42695174,,,,,,,,,,,,,
1919,54.38104886,43.59085872,10,19.44172523,,,,,,,,,,,,,
1919.5,54.62973681,43.54006461,10,19.45631269,,,,,,,,,,,,,
1920,54.53647883,43.59085872,10,19.47071373,,,,,,,,,,,,,
1920.5,54.6608228,43.59085872,10,19.48492801,,,,,,,,,,,,,
1921,55.34471466,43.79403515,10,19.49895517,,,,,,,,,,,,,
1921.5,53.697157,43.54006461,10,19.51279485,,,,,,,,,,,,,
1922,55.37580065,44.58134381,10,19.52644671,,,,,,,,,,,,,
1922.5,54.50539283,43.8194322,10,19.53991042,,,,,,,,,,,,,
1923,54.50539283,42.85434417,10,19.55318562,,,,,,,,,,,,,
1923.5,54.56756482,43.56546167,10,19.566272,,,,,,,,,,,,,
1924,54.56756482,43.59085872,10,19.57916921,,,,,,,,,,,,,
1924.5,54.56756482,43.56546167,10,19.59187695,,,,,,,,,,,,,
1925,55.25145668,44.17499095,10,19.6043949,,,,,,,,,,,,,
1925.5,54.53647883,43.69244693,10,19.61672273,,,,,,,,,,,,,
1926,56.0907785,43.51466756,10,19.62886015,,,,,,,,,,,,,
1926.5,53.88367296,43.76863809,10,19.64080684,,,,,,,,,,,,,
1927,55.40688664,43.51466756,10,19.65256252,,,,,,,,,,,,,
1927.5,54.38104886,43.36228524,10,19.66412688,,,,,,,,,,,,,
1928,54.81625277,43.51466756,10,19.67549964,,,,,,,,,,,,,
1928.5,53.85258697,42.82894711,10,19.68668051,,,,,,,,,,,,,
1929,54.56756482,43.51466756,10,19.69766922,,,,,,,,,,,,,
1929.5,55.93534853,43.79403515,10,19.70846548,,,,,,,,,,,,,
1930,55.96643453,44.25118211,10,19.71906904,,,,,,,,,,,,,
1930.5,54.81625277,43.59085872,10,19.72947961,,,,,,,,,,,,,
1931,54.38104886,42.65116774,10,19.73969695,,,,,,,,,,,,,
1931.5,54.31887687,43.18450586,10,19.7497208,,,,,,,,,,,,,
1932,55.00276873,43.69244693,10,19.75955091,,,,,,,,,,,,,
1932.5,53.85258697,44.47975559,10,19.76918702,,,,,,,,,,,,,
1933,54.6608228,43.59085872,10,19.77862891,,,,,,,,,,,,,
1933.5,55.84209055,43.8194322,10,19.78787633,,,,,,,,,,,,,
1934,54.6608228,43.54006461,10,19.79692906,,,,,,,,,,,,,
1934.5,55.28254267,44.32737327,10,19.80578686,,,,,,,,,,,,,
1935,55.06494071,43.56546167,10,19.81444952,,,,,,,,,,,,,
1935.5,55.00276873,43.76863809,10,19.82291682,,,,,,,,,,,,,
1936,54.6608228,43.56546167,10,19.83118854,,,,,,,,,,,,,
1936.5,54.62973681,43.54006461,10,19.83926449,,,,,,,,,,,,,
1937,55.00276873,43.59085872,10,19.84714446,,,,,,,,,,,,,
1937.5,56.05969251,43.0575206,10,19.85482824,,,,,,,,,,,,,
1938,55.25145668,43.54006461,10,19.86231566,,,,,,,,,,,,,
1938.5,54.56756482,43.41307935,10,19.86960652,,,,,,,,,,,,,
1939,54.84733876,43.59085872,10,19.87670064,,,,,,,,,,,,,
1939.5,55.22037068,43.23529997,10,19.88359784,,,,,,,,,,,,,
1940,55.06494071,43.59085872,10,19.89029795,,,,,,,,,,,,,
1940.5,55.28254267,43.56546167,10,19.89680081,,,,,,,,,,,,,
1941,55.81100456,44.5305497,10,19.90310624,,,,,,,,,,,,,
1941.5,56.21512247,44.22578506,10,19.9092141,,,,,,,,,,,,,
1942,56.49489641,44.22578506,10,19.91512423,,,,,,,,,,,,,
1942.5,55.06494071,43.71784399,10,19.92083648,,,,,,,,,,,,,
1943,54.72299479,44.32737327,10,19.92635071,,,,,,,,,,,,,
1943.5,54.50539283,42.98132944,10,19.93166679,,,,,,,,,,,,,
1944,55.25145668,43.71784399,10,19.93678457,,,,,,,,,,,,,
1944.5,54.6608228,42.70196185,10,19.94170393,,,,,,,,,,,,,
1945,55.06494071,44.17499095,10,19.94642475,,,,,,,,,,,,,
1945.5,54.28779088,42.95593238,10,19.95094691,,,,,,,,,,,,,
1946,55.22037068,42.62577069,10,19.95527029,,,,,,,,,,,,,
1946.5,55.96643453,43.89562336,10,19.9593948,,,,,,,,,,,,,
1947,54.53647883,44.37816738,10,19.96332032,,,,,,,,,,,,,
1947.5,55.96643453,43.89562336,10,19.96704676,,,,,,,,,,,,,
1948,54.31887687,42.87974122,10,19.97057402,,,,,,,,,,,,,
1948.5,55.53123062,43.92102042,10,19.97390202,,,,,,,,,,,,,
1949,55.37580065,43.59085872,10,19.97703067,,,,,,,,,,,,,
1949.5,55.5934026,43.51466756,10,19.97995989,,,,,,,,,,,,,
1950,55.34471466,43.59085872,10,19.98268962,,,,,,,,,,,,,
1950.5,55.53123062,43.76863809,10,19.98521978,,,,,,,,,,,,,
1951,55.40688664,43.97181452,10,19.98755031,,,,,,,,,,,,,
1951.5,55.53123062,43.54006461,10,19.98968115,,,,,,,,,,,,,
1952,55.53123062,43.76863809,10,19.99161225,,,,,,,,,,,,,
1952.5,55.28254267,43.59085872,10,19.99334356,,,,,,,,,,,,,
1953,55.5934026,43.54006461,10,19.99487504,,,,,,,,,,,,,
1953.5,55.37580065,43.69244693,10,19.99620664,,,,,,,,,,,,,
1954,56.27729446,43.00672649,10,19.99733835,,,,,,,,,,,,,
1954.5,55.34471466,43.66704988,10,19.99827011,,,,,,,,,,,,,
1955,55.40688664,43.54006461,10,19.99900192,,,,,,,,,,,,,
1955.5,55.84209055,43.59085872,10,19.99953376,,,,,,,,,,,,,
1956,55.34471466,43.54006461,10,19.99986561,,,,,,,,,,,,,
1956.5,56.5570684,43.54006461,10,19.99999746,,,,,,,,,,,,,
1957,56.27729446,44.37816738,10,19.99992932,,,,,,,,,,,,,
1957.5,55.93534853,43.66704988,10,19.99966117,,,,,,,,,,,,,
1958,55.84209055,43.76863809,10,19.99919304,,,,,,,,,,,,,
1958.5,55.77991856,43.76863809,10,19.99852492,,,,,,,,,,,,,
1959,55.90426254,43.66704988,10,19.99765684,,,,,,,,,,,,,
1959.5,55.90426254,43.89562336,10,19.99658882,,,,,,,,,,,,,
1960,56.0907785,43.79403515,10,19.99532089,,,,,,,,,,,,,
1960.5,55.96643453,43.59085872,10,19.99385308,,,,,,,,,,,,,
1961,55.96643453,44.37816738,10,19.99218541,,,,,,,,,,,,,
1961.5,54.72299479,42.82894711,10,19.99031795,,,,,,,,,,,,,
1962,56.12186449,43.54006461,10,19.98825072,,,,,,,,,,,,,
1962.5,55.96643453,43.69244693,10,19.9859838,,,,,,,,,,,,,
1963,55.84209055,43.69244693,10,19.98351722,,,,,,,,,,,,,
1963.5,56.65032638,43.79403515,10,19.98085105,,,,,,,,,,,,,
1964,55.93534853,43.97181452,10,19.97798536,,,,,,,,,,,,,
1964.5,55.96643453,43.41307935,10,19.97492023,,,,,,,,,,,,,
1965,56.05969251,43.89562336,10,19.97165572,,,,,,,,,,,,,
1965.5,56.49489641,42.57497658,10,19.96819192,,,,,,,,,,,,,
1966,56.18403648,43.33688818,10,19.96452892,,,,,,,,,,,,,
1966.5,55.84209055,43.54006461,10,19.9606668,,,,,,,,,,,,,
1967,55.96643453,43.54006461,10,19.95660567,,,,,,,,,,,,,
1967.5,55.96643453,43.56546167,10,19.95234562,,,,,,,,,,,,,
1968,56.24620847,43.0575206,10,19.94788676,,,,,,,,,,,,,
1968.5,55.96643453,43.00672649,10,19.94322921,,,,,,,,,,,,,
1969,55.34471466,43.18450586,10,19.93837308,,,,,,,,,,,,,
1969.5,55.40688664,42.98132944,10,19.93331848,,,,,,,,,,,,,
1970,56.21512247,43.23529997,10,19.92806556,,,,,,,,,,,,,
1970.5,56.21512247,43.41307935,10,19.92261443,,,,,,,,,,,,,
1971,56.27729446,43.46387345,10,19.91696524,,,,,,,,,,,,,
1971.5,56.0907785,43.46387345,10,19.91111813,,,,,,,,,,,,,
1972,56.37055244,43.54006461,10,19.90507324,,,,,,,,,,,,,
1972.5,56.74358436,43.76863809,10,19.89883072,,,,,,,,,,,,,
1973,56.12186449,43.46387345,10,19.89239073,,,,,,,,,,,,,
1973.5,55.5934026,42.52418247,10,19.88575343,,,,,,,,,,,,,
1974,56.49489641,43.54006461,10,19.87891899,,,,,,,,,,,,,
1974.5,56.12186449,42.47338837,10,19.87188757,,,,,,,,,,,,,
1975,55.34471466,42.87974122,10,19.86465936,,,,,,,,,,,,,
1975.5,56.37055244,43.36228524,10,19.85723454,,,,,,,,,,,,,
1976,56.80575635,43.54006461,10,19.84961328,,,,,,,,,,,,,
1976.5,56.05969251,43.54006461,10,19.84179578,,,,,,,,,,,,,
1977,56.99227231,43.41307935,10,19.83378224,,,,,,,,,,,,,
1977.5,55.84209055,43.41307935,10,19.82557285,,,,,,,,,,,,,
1978,56.49489641,43.46387345,10,19.81716783,,,,,,,,,,,,,
1978.5,56.61924039,43.51466756,10,19.80856738,,,,,,,,,,,,,
1979,56.27729446,43.54006461,10,19.79977171,,,,,,,,,,,,,
1979.5,57.39639023,43.66704988,10,19.79078105,,,,,,,,,,,,,
1980,55.37580065,43.00672649,10,19.78159562,,,,,,,,,,,,,
1980.5,55.90426254,44.37816738,10,19.77221565,,,,,,,,,,,,,
1981,56.80575635,43.69244693,10,19.76264137,,,,,,,,,,,,,
1981.5,57.17878827,44.32737327,10,19.75287303,,,,,,,,,,,,,
1982,56.68141238,43.71784399,10,19.74291087,,,,,,,,,,,,,
1982.5,56.5570684,43.54006461,10,19.73275513,,,,,,,,,,,,,
1983,56.68141238,43.76863809,10,19.72240608,,,,,,,,,,,,,
1983.5,56.77467036,43.69244693,10,19.71186397,,,,,,,,,,,,,
1984,56.65032638,43.59085872,10,19.70112906,,,,,,,,,,,,,
1984.5,56.49489641,43.8194322,10,19.69020162,,,,,,,,,,,,,
1985,56.77467036,43.54006461,10,19.67908193,,,,,,,,,,,,,
1985.5,56.93010032,43.92102042,10,19.66777026,,,,,,,,,,,,,
1986,56.89901433,42.80355006,10,19.6562669,,,,,,,,,,,,,
1986.5,56.77467036,43.71784399,10,19.64457213,,,,,,,,,,,,,
1987,58.04919609,44.04800568,10,19.63268625,,,,,,,,,,,,,
1987.5,56.24620847,43.54006461,10,19.62060955,,,,,,,,,,,,,
1988,56.5570684,43.23529997,10,19.60834234,,,,,,,,,,,,,
1988.5,56.77467036,43.76863809,10,19.59588492,,,,,,,,,,,,,
1989,56.99227231,43.46387345,10,19.5832376,,,,,,,,,,,,,
1989.5,56.52598241,43.8194322,10,19.5704007,,,,,,,,,,,,,
1990,56.65032638,43.59085872,10,19.55737454,,,,,,,,,,,,,
1990.5,56.93010032,43.71784399,10,19.54415945,,,,,,,,,,,,,
1991,56.96118632,43.59085872,10,19.53075575,,,,,,,,,,,,,
1991.5,57.33421824,43.66704988,10,19.51716379,,,,,,,,,,,,,
1992,55.96643453,42.98132944,10,19.5033839,,,,,,,,,,,,,
1992.5,56.99227231,43.54006461,10,19.48941642,,,,,,,,,,,,,
1993,57.67616417,43.92102042,10,19.47526171,,,,,,,,,,,,,
1993.5,57.11661628,43.66704988,10,19.46092011,,,,,,,,,,,,,
1994,57.39639023,44.02260863,10,19.446392,,,,,,,,,,,,,
1994.5,57.24096026,43.56546167,10,19.43167772,,,,,,,,,,,,,
1995,57.80050814,43.54006461,10,19.41677765,,,,,,,,,,,,,
1995.5,56.05969251,43.00672649,10,19.40169217,,,,,,,,,,,,,
1996,56.99227231,43.54006461,10,19.38642164,,,,,,,,,,,,,
1996.5,57.17878827,43.15910881,10,19.37096645,,,,,,,,,,,,,
1997,57.36530423,43.46387345,10,19.35532699,,,,,,,,,,,,,
1997.5,58.23571205,44.25118211,10,19.33950364,,,,,,,,,,,,,
1998,56.37055244,43.1083147,10,19.32349681,,,,,,,,,,,,,
1998.5,56.27729446,43.54006461,10,19.30730689,,,,,,,,,,,,,
1999,57.48964821,44.1495939,10,19.29093429,,,,,,,,,,,,,
1999.5,57.24096026,42.95593238,10,19.27437941,,,,,,,,,,,,,
2000,57.39639023,43.46387345,10,19.25764268,,,,,,,,,,,,,
2000.5,57.45856221,43.69244693,10,19.24072451,,,,,,,,,,,,,
2001,57.39639023,43.56546167,10,19.22362531,,,,,,,,,,,,,
2001.5,58.4844,44.12419684,10,19.20634553,,,,,,,,,,,,,
2002,57.5207342,44.73372613,10,19.18888559,,,,,,,,,,,,,
2002.5,57.67616417,44.07340274,10,19.17124593,,,,,,,,,,,,,
2003,58.20462606,43.79403515,10,19.15342699,,,,,,,,,,,,,
2003.5,56.12186449,42.87974122,10,19.13542921,,,,,,,,,,,,,
2004,57.39639023,43.54006461,10,19.11725304,,,,,,,,,,,,,
2004.5,56.96118632,44.1495939,10,19.09889895,,,,,,,,,,,,,
2005,57.45856221,43.56546167,10,19.08036738,,,,,,,,,,,,,
2005.5,57.39639023,43.79403515,10,19.06165881,,,,,,,,,,,,,
2006,57.67616417,43.71784399,10,19.04277369,,,,,,,,,,,,,
2006.5,58.32897003,43.69244693,10,19.0237125,,,,,,,,,,,,,
2007,58.0181101,44.1495939,10,19.00447573,,,,,,,,,,,,,
2007.5,57.64507817,43.1083147,10,18.98506384,,,,,,,,,,,,,
2008,56.96118632,43.54006461,10,18.96547732,,,,,,,,,,,,,
2008.5,57.61399218,43.69244693,10,18.94571667,,,,,,,,,,,,,
2009,57.83159413,43.76863809,10,18.92578237,,,,,,,,,,,,,
2009.5,57.39639023,43.59085872,10,18.90567493,,,,,,,,,,,,,
2010,57.67616417,43.54006461,10,18.88539485,,,,,,,,,,,,,
2010.5,57.39639023,43.56546167,10,18.86494264,,,,,,,,,,,,,
2011,57.0544443,43.54006461,10,18.8443188,,,,,,,,,,,,,
2011.5,57.5207342,43.54006461,10,18.82352385,,,,,,,,,,,,,
2012,58.51548599,44.04800568,10,18.80255832,,,,,,,,,,,,,
2012.5,58.79525993,44.40356443,10,18.78142272,,,,,,,,,,,,,
2013,58.60874397,44.02260863,10,18.76011759,,,,,,,,,,,,,
2013.5,58.88851791,44.40356443,10,18.73864345,,,,,,,,,,,,,
2014,57.67616417,43.56546167,10,18.71700085,,,,,,,,,,,,,
2014.5,57.80050814,43.8194322,10,18.69519033,,,,,,,,,,,,,
2015,57.36530423,43.20990292,10,18.67321242,,,,,,,,,,,,,
2015.5,58.23571205,43.8194322,10,18.65106769,,,,,,,,,,,,,
2016,57.89376612,43.51466756,10,18.62875667,,,,,,,,,,,,,
2016.5,58.04919609,43.76863809,10,18.60627994,,,,,,,,,,,,,
2017,57.61399218,43.76863809,10,18.58363806,,,,,,,,,,,,,
2017.5,57.67616417,43.76863809,10,18.56083158,,,,,,,,,,,,,
2018,58.04919609,43.76863809,10,18.53786108,,,,,,,,,,,,,
2018.5,58.91960391,44.07340274,10,18.51472714,,,,,,,,,,,,,
2019,57.67616417,43.4384764,10,18.49143033,,,,,,,,,,,,,
2019.5,57.89376612,43.8194322,10,18.46797123,,,,,,,,,,,,,
2020,58.79525993,43.89562336,10,18.44435043,,,,,,,,,,,,,
2020.5,57.39639023,44.47975559,10,18.42056853,,,,,,,,,,,,,
2021,57.67616417,43.41307935,10,18.39662611,,,,,,,,,,,,,
2021.5,58.04919609,43.89562336,10,18.37252378,,,,,,,,,,,,,
2022,57.95593811,43.79403515,10,18.34826213,,,,,,,,,,,,,
2022.5,57.36530423,43.08291765,10,18.32384178,,,,,,,,,,,,,
2023,58.20462606,44.65753497,10,18.29926333,,,,,,,,,,,,,
2023.5,58.73308795,43.56546167,10,18.2745274,,,,,,,,,,,,,
2024,58.04919609,43.00672649,10,18.24963461,,,,,,,,,,,,,
